1,0,0,-,-,-
2,0.5,0,-,-,-
3,3,0,-,-,-
4,3.5,0,-,-,-
5,5,0,-,-,-
6,6.5,0,-,-,-
7,8,0,-,-,-
8,8.5,0,-,-,-
9,10,0,-,-,-
10,0,-1,-,-,-
11,1.5,-1,-,-,-
12,2,-1,-,-,-
13,3.5,-1,-,-,-
14,5,-1,-,-,-
15,6.5,-1,-,-,-
16,7,-1,-,-,-
17,9.5,-1,-,-,-
18,10,-1,-,-,-
19,4.5,1,-,-,-
20,5,1,-,-,-
21,5.5,1,-,-,-
22,4.5,-2,-,-,-
23,5,-2,-,-,-
24,5.5,-2,-,-,-
